customerID,Churn,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PhoneService,MultipleLines,Cuentas_Diarias
4905-JEFDW,Yes,One year,Yes,Electronic check,41.6,470.6,Male,0,No,No,11,DSL,No,No,Yes,No,Yes,No,No,No phone service,1.3639344262295083
4906-ZHGPK,No,One year,Yes,Electronic check,70.7,3770,Male,0,Yes,Yes,54,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes,2.318032786885246
4908-XAXAY,No,One year,Yes,Bank transfer (automatic),89.85,4287.2,Female,1,No,No,49,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No,2.945901639344262
4909-JOUPP,No,Two year,No,Credit card (automatic),109.7,7898.45,Male,1,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.59672131147541
4910-AQFFX,Yes,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Male,0,Yes,Yes,9,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,2.6016393442622947
4910-GMJOT,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,Female,0,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,3.1016393442622947
4911-BANWH,Yes,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Female,0,No,Yes,31,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,2.8377049180327867
4912-PIGUY,No,Month-to-month,Yes,Electronic check,84.6,84.6,Female,0,No,No,1,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,2.7737704918032784
4913-EHYUI,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,Male,1,Yes,Yes,56,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.4278688524590164
4915-BFSXL,No,Two year,No,Credit card (automatic),68.95,4858.7,Male,0,Yes,Yes,70,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,2.2606557377049183
4918-FYJNT,No,Month-to-month,No,Electronic check,90.45,5044.8,Female,1,Yes,No,55,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Yes,2.9655737704918033
4918-QLLIW,Yes,Month-to-month,No,Credit card (automatic),53.4,188.7,Male,0,No,No,3,DSL,No,No,No,No,Yes,No,Yes,No,1.7508196721311475
4919-IKATY,Yes,Month-to-month,Yes,Electronic check,84.5,453.75,Male,0,Yes,Yes,5,Fiber optic,Yes,No,Yes,No,No,No,Yes,Yes,2.7704918032786887
4919-MOAVT,Yes,Month-to-month,No,Electronic check,69.65,220.1,Male,0,No,Yes,3,Fiber optic,No,No,No,No,No,No,Yes,No,2.283606557377049
4922-CVPDX,No,Two year,Yes,Credit card (automatic),73.5,1905.7,Female,0,Yes,No,26,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,2.4098360655737703
4923-ADWXJ,No,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,Female,0,No,No,25,DSL,No,Yes,No,Yes,No,Yes,Yes,No,2.1573770491803277
4925-LMHOK,Yes,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Male,0,No,No,15,DSL,No,Yes,No,Yes,No,No,Yes,Yes,1.9213114754098362
4926-UMJZD,No,Month-to-month,Yes,Mailed check,49.2,1498.55,Female,0,Yes,No,31,DSL,No,No,No,Yes,No,No,Yes,No,1.6131147540983608
4927-WWOOZ,No,Month-to-month,Yes,Electronic check,91.45,171.45,Male,0,Yes,No,2,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes,2.998360655737705
4929-BSTRX,Yes,Month-to-month,Yes,Mailed check,53.55,53.55,Female,0,No,No,1,DSL,No,No,No,No,Yes,No,Yes,No,1.7557377049180327
4929-ROART,No,Month-to-month,No,Mailed check,56.25,969.85,Male,0,No,No,18,DSL,Yes,No,No,No,No,No,Yes,Yes,1.8442622950819672
4929-XIHVW,No,Month-to-month,Yes,Credit card (automatic),95.5,181.65,Male,1,Yes,No,2,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,3.1311475409836067
4931-TRZWN,No,Month-to-month,Yes,Electronic check,71.95,923.85,Female,0,No,No,13,DSL,Yes,No,No,No,Yes,Yes,Yes,No,2.359016393442623
4933-BSAIP,No,Two year,No,Mailed check,19.1,780.1,Female,0,Yes,No,40,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6262295081967214
4933-IKULF,No,One year,No,Mailed check,20.65,330.6,Female,1,No,No,17,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6770491803278688
4936-YPJNK,No,Month-to-month,Yes,Mailed check,19.9,199.45,Female,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6524590163934426
4937-QPZPO,No,One year,Yes,Electronic check,99.9,6241.35,Male,0,Yes,Yes,61,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,3.275409836065574
4939-KYYPY,No,Month-to-month,No,Electronic check,59.45,1611.65,Male,0,No,No,27,DSL,No,No,Yes,Yes,No,No,Yes,Yes,1.9491803278688526
4940-KHCWD,No,Two year,No,Bank transfer (automatic),37.7,2288.7,Female,0,Yes,No,60,DSL,Yes,Yes,No,Yes,No,No,No,No phone service,1.236065573770492
4942-VZZOM,No,One year,Yes,Credit card (automatic),66.15,4392.5,Male,0,Yes,No,64,DSL,Yes,No,No,No,Yes,No,Yes,Yes,2.1688524590163936
4945-RVMTE,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,Female,0,No,No,28,DSL,No,No,Yes,No,Yes,No,Yes,No,1.9524590163934425
4946-EDSEW,Yes,Month-to-month,Yes,Mailed check,19.25,180.3,Female,0,Yes,Yes,11,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6311475409836066
4946-VTTND,,Month-to-month,Yes,Mailed check,75.0,658.1,Male,0,Yes,No,8,Fiber optic,Yes,No,No,No,No,No,Yes,No,2.459016393442623
4947-DSMXK,No,Month-to-month,Yes,Bank transfer (automatic),97.7,3410,Male,0,Yes,Yes,34,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,3.2032786885245903
4948-WBBKL,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,Female,1,No,No,36,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.455737704918033
4950-BDEUX,No,Month-to-month,No,Electronic check,49.2,1701.65,Male,0,No,No,35,DSL,No,No,Yes,No,Yes,Yes,No,No phone service,1.6131147540983608
4950-HKQTE,No,Two year,No,Mailed check,26.25,605.9,Female,0,No,No,22,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.860655737704918
4951-UKAAQ,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,Female,0,No,No,4,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,2.916393442622951
4952-YSOGZ,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,Female,0,Yes,Yes,4,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,2.818032786885246
4955-VCWBI,No,One year,No,Mailed check,20.0,817.95,Female,0,Yes,Yes,43,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6557377049180327
4957-SREEC,No,Two year,No,Credit card (automatic),20.35,1458.1,Male,0,Yes,Yes,70,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6672131147540984
4957-TIALW,No,One year,No,Credit card (automatic),65.6,1010,Female,0,No,Yes,15,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,2.1508196721311474
4957-TREIR,No,Month-to-month,Yes,Credit card (automatic),64.4,195.65,Male,0,No,No,3,DSL,Yes,No,No,Yes,Yes,No,Yes,No,2.111475409836066
4958-GZWIY,Yes,Month-to-month,No,Electronic check,48.7,340.25,Male,0,Yes,Yes,7,DSL,No,No,Yes,No,No,No,Yes,No,1.59672131147541
4958-XCBDQ,Yes,Month-to-month,Yes,Electronic check,101.4,3496.3,Male,1,No,No,35,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,3.3245901639344266
4959-JOSRX,Yes,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Female,0,Yes,No,2,DSL,No,No,No,No,No,No,Yes,No,1.4622950819672131
4962-CHQPW,No,One year,No,Mailed check,19.85,535.05,Male,0,No,Yes,29,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6508196721311476
4967-WPNCF,No,Two year,Yes,Bank transfer (automatic),63.7,4464.8,Male,0,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No phone service,2.0885245901639347
4971-PUYQO,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Female,0,No,No,27,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,3.1
4973-MGTON,No,Two year,Yes,Credit card (automatic),84.4,5969.3,Female,0,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.7672131147540986
4973-RLZVI,No,One year,No,Credit card (automatic),74.65,2308.6,Female,0,No,No,30,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2.4475409836065576
4976-LNFVV,No,Month-to-month,Yes,Credit card (automatic),34.3,577.15,Male,1,Yes,No,19,DSL,No,Yes,Yes,No,No,No,No,No phone service,1.1245901639344262
4979-HPRFL,No,Two year,No,Bank transfer (automatic),24.15,1402.25,Male,0,Yes,Yes,56,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.7918032786885245
4980-URKXC,No,One year,No,Bank transfer (automatic),20.85,720.05,Male,0,Yes,No,36,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6836065573770492
4981-FLTMF,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,Female,0,Yes,Yes,57,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,2.137704918032787
4983-CCWMC,No,Month-to-month,Yes,Mailed check,69.6,207.4,Male,0,No,No,3,Fiber optic,No,No,No,No,No,No,Yes,No,2.2819672131147537
4983-CLMLV,No,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,Female,0,Yes,No,52,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.3672131147540982
4986-MXSFP,No,Month-to-month,Yes,Mailed check,20.0,40.9,Female,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6557377049180327
4987-GQWPO,No,Month-to-month,No,Credit card (automatic),25.1,382.8,Male,0,No,No,17,DSL,No,No,No,No,No,No,No,No phone service,0.8229508196721312
4988-BNLTU,,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,Male,0,No,No,30,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,3.291803278688525
4988-IQIGL,Yes,Month-to-month,Yes,Electronic check,75.35,75.35,Male,1,No,No,1,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.4704918032786884
4988-RZJHG,,Month-to-month,Yes,Electronic check,84.9,764.95,Female,0,Yes,No,8,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,2.783606557377049
4989-LIXVT,No,Month-to-month,Yes,Electronic check,95.9,6503.2,Male,1,No,No,68,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,3.144262295081967
4990-ALDGW,No,Two year,No,Mailed check,20.75,1118.8,Male,0,No,No,57,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.680327868852459
4992-LTJNE,No,Two year,No,Bank transfer (automatic),55.3,3983.6,Male,0,Yes,Yes,72,DSL,Yes,No,No,No,No,No,Yes,Yes,1.8131147540983605
4993-JCRGJ,No,Month-to-month,Yes,Mailed check,84.3,2281.6,Male,0,No,No,26,Fiber optic,No,No,Yes,Yes,No,No,Yes,Yes,2.763934426229508
4994-OBRSZ,No,Two year,No,Bank transfer (automatic),76.1,1054.8,Male,0,No,Yes,14,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2.4950819672131144
4998-IKFSE,No,Month-to-month,No,Electronic check,100.45,3096.9,Female,0,No,No,30,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,3.2934426229508196
4999-IEZLT,No,One year,No,Credit card (automatic),29.45,1983.15,Male,0,No,No,66,DSL,No,No,No,Yes,No,No,No,No phone service,0.9655737704918033
5002-GCQFH,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,Male,0,Yes,No,49,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,3.077049180327869
5003-OKNNK,No,One year,No,Credit card (automatic),20.35,335.95,Female,0,Yes,Yes,15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6672131147540984
5003-XZWWO,No,Two year,No,Credit card (automatic),84.2,5956.85,Male,0,Yes,No,71,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.7606557377049183
5006-MXVRN,No,Two year,No,Credit card (automatic),20.7,762.45,Female,0,No,No,39,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6786885245901639
5010-IPEAQ,No,Two year,No,Credit card (automatic),54.2,3623.95,Female,0,Yes,Yes,67,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No phone service,1.777049180327869
5012-YSPJJ,No,Month-to-month,No,Mailed check,54.35,1647,Male,0,Yes,Yes,31,DSL,No,No,Yes,Yes,No,No,Yes,No,1.7819672131147541
5013-SBUIH,Yes,Two year,Yes,Electronic check,109.65,5551.15,Female,0,No,No,50,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.595081967213115
5014-GSOUQ,No,Two year,No,Mailed check,19.95,243.65,Male,0,No,No,13,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6540983606557377
5014-WUQMG,No,One year,Yes,Electronic check,96.1,4391.45,Male,0,Yes,Yes,47,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No,3.1508196721311474
5016-ETTFF,Yes,Month-to-month,No,Mailed check,29.5,255.25,Male,0,No,No,10,DSL,No,No,Yes,No,No,No,No,No phone service,0.9672131147540983
5016-IBERQ,No,Month-to-month,No,Electronic check,84.25,1968.1,Male,0,Yes,No,23,Fiber optic,No,Yes,Yes,No,No,No,Yes,Yes,2.762295081967213
5016-LIPDW,No,One year,No,Mailed check,19.4,1061.6,Male,0,Yes,Yes,57,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6360655737704918
5018-GWURO,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,Female,0,Yes,No,56,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,2.80655737704918
5018-HEKFO,No,Month-to-month,Yes,Mailed check,24.5,270.15,Female,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8032786885245902
5018-LXQQG,No,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,Female,0,Yes,Yes,30,DSL,Yes,No,No,Yes,No,Yes,Yes,No,2.1737704918032787
5019-GQVCR,No,Month-to-month,Yes,Electronic check,84.85,3645.6,Male,1,No,No,43,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,2.7819672131147537
5020-ZSTTY,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Female,1,No,No,54,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.7032786885245903
5022-JNQEQ,No,Month-to-month,Yes,Electronic check,75.85,647.5,Female,0,Yes,Yes,9,Fiber optic,No,No,No,Yes,No,No,Yes,No,2.486885245901639
5022-KVDQT,No,Month-to-month,Yes,Electronic check,81.3,2272.8,Male,0,No,No,27,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,2.665573770491803
5025-GOOKI,No,Month-to-month,Yes,Credit card (automatic),18.9,347.65,Female,0,No,No,20,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6196721311475409
5027-QPKTE,Yes,Month-to-month,Yes,Electronic check,69.35,451.1,Male,0,Yes,No,7,Fiber optic,No,No,No,No,No,No,Yes,No,2.2737704918032784
5027-XWQHA,Yes,Month-to-month,No,Electronic check,44.75,270.95,Male,0,No,No,6,DSL,No,No,No,No,No,No,Yes,No,1.4672131147540983
5027-YOCXN,No,One year,No,Credit card (automatic),110.05,5686.4,Male,0,Yes,Yes,51,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.6081967213114754
5028-GZLDO,Yes,Month-to-month,No,Credit card (automatic),70.7,140.7,Male,0,No,No,2,Fiber optic,No,No,No,No,No,No,Yes,No,2.318032786885246
5028-HTLJB,Yes,Month-to-month,No,Mailed check,20.05,20.05,Male,1,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6573770491803279
5032-MIYKT,No,Month-to-month,Yes,Mailed check,70.7,70.7,Female,0,No,No,1,Fiber optic,No,No,No,No,No,No,Yes,No,2.318032786885246
5032-USPKF,No,One year,No,Bank transfer (automatic),84.1,3187.65,Female,0,No,No,38,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.7573770491803278
5035-BVCXS,No,Month-to-month,Yes,Mailed check,75.9,866.4,Male,0,No,No,11,Fiber optic,No,Yes,No,No,No,No,Yes,No,2.4885245901639346
5035-PGZXH,No,One year,Yes,Electronic check,106.8,5914.4,Female,0,No,No,56,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.501639344262295
5038-ETMLM,No,Two year,Yes,Bank transfer (automatic),113.65,8182.75,Female,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.7262295081967216
5039-LZRQT,No,One year,No,Mailed check,20.2,273.25,Female,0,No,No,13,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6622950819672131
5043-TRZWM,No,Month-to-month,No,Electronic check,75.55,75.55,Female,0,No,No,1,Fiber optic,No,No,Yes,No,No,No,Yes,No,2.4770491803278687
5044-LRQAQ,No,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55,Female,0,Yes,No,7,Fiber optic,No,No,No,No,No,No,Yes,No,2.2688524590163937
5044-XDPYX,No,Two year,No,Mailed check,25.5,1281.25,Female,0,Yes,No,51,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8360655737704918
5046-NUHWD,No,Month-to-month,Yes,Electronic check,45.0,1228.65,Female,1,Yes,No,29,DSL,Yes,No,Yes,No,No,Yes,No,No phone service,1.4754098360655739
5047-LHVLY,Yes,Month-to-month,Yes,Mailed check,50.15,50.15,Male,1,No,Yes,1,DSL,No,No,Yes,No,No,No,Yes,No,1.6442622950819672
5049-GLYVG,Yes,Month-to-month,No,Mailed check,20.6,20.6,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6754098360655738
5049-MUBWG,No,One year,No,Bank transfer (automatic),75.0,1908.35,Male,0,No,No,26,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,2.459016393442623
5052-PNLOS,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Male,0,No,No,3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.4540983606557374
5054-IEXZT,Yes,Month-to-month,Yes,Electronic check,75.35,75.35,Male,0,No,Yes,1,Fiber optic,No,Yes,No,No,No,No,Yes,No,2.4704918032786884
5055-BRMNE,No,Two year,No,Credit card (automatic),106.7,7009.5,Female,0,Yes,Yes,67,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.498360655737705
5055-MGMGF,No,Month-to-month,Yes,Electronic check,105.05,6914.95,Female,0,Yes,No,65,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.444262295081967
5056-FIMPT,No,One year,Yes,Credit card (automatic),106.0,4532.3,Female,0,No,Yes,43,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.4754098360655736
5057-LCOUI,Yes,Month-to-month,Yes,Electronic check,50.75,2011.4,Female,0,No,No,39,DSL,No,No,Yes,No,Yes,Yes,No,No phone service,1.6639344262295082
5057-RKGLH,No,Two year,No,Mailed check,20.35,191.1,Female,0,Yes,Yes,9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6672131147540984
5060-TQUQN,No,Month-to-month,Yes,Bank transfer (automatic),83.55,2570.2,Male,0,Yes,Yes,30,Fiber optic,No,Yes,No,Yes,No,No,Yes,Yes,2.7393442622950817
5061-PBXFW,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,Female,0,Yes,Yes,32,DSL,Yes,Yes,No,Yes,No,No,Yes,No,2.0131147540983605
5062-CJJKH,No,One year,No,Mailed check,53.65,1355.45,Male,0,Yes,Yes,25,DSL,No,Yes,Yes,No,No,No,Yes,No,1.7590163934426228
5063-IUOKK,No,Two year,No,Mailed check,19.75,265.75,Male,0,No,No,13,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6475409836065574
5066-GFJMM,No,Month-to-month,Yes,Mailed check,19.9,45.75,Female,0,Yes,No,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6524590163934426
5067-DGXLL,No,Month-to-month,No,Mailed check,20.25,36.8,Male,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6639344262295082
5067-WJEUN,No,Two year,Yes,Bank transfer (automatic),54.2,3838.2,Male,0,Yes,Yes,67,DSL,Yes,Yes,No,No,No,No,Yes,No,1.777049180327869
5067-XJQFU,No,One year,Yes,Electronic check,108.45,7076.35,Male,1,Yes,Yes,66,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.555737704918033
5071-FBJFS,No,Month-to-month,No,Electronic check,50.3,217.1,Female,0,Yes,Yes,4,DSL,Yes,No,No,No,No,No,Yes,No,1.6491803278688524
5073-RZGBK,No,One year,Yes,Bank transfer (automatic),80.05,4042.2,Female,0,Yes,Yes,50,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2.624590163934426
5073-WXOYN,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,Female,0,No,No,60,DSL,No,Yes,No,No,Yes,Yes,No,No phone service,1.6655737704918032
5074-FBGHB,No,One year,Yes,Credit card (automatic),104.65,6889.8,Male,0,No,No,64,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3.4311475409836065
5075-JSDKI,No,Two year,No,Electronic check,24.45,1493.1,Female,0,No,No,59,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8016393442622951
5076-YVXCM,No,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,Male,0,No,No,51,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,2.734426229508197
5077-DXTCG,Yes,Month-to-month,Yes,Electronic check,45.3,45.3,Female,0,No,No,1,DSL,No,No,No,No,No,No,Yes,No,1.4852459016393442
5081-NWSUP,No,One year,No,Mailed check,64.9,685.55,Female,0,No,No,10,DSL,No,Yes,No,Yes,No,Yes,Yes,No,2.1278688524590166
5083-QPLHM,,Month-to-month,Yes,Electronic check,65.45,937.6,Male,0,Yes,Yes,14,DSL,Yes,Yes,No,No,Yes,No,Yes,No,2.1459016393442623
5084-OOVCJ,No,Month-to-month,Yes,Credit card (automatic),55.35,920.5,Female,0,Yes,Yes,17,DSL,Yes,No,No,Yes,No,No,Yes,No,1.8147540983606558
5087-SUURX,Yes,Month-to-month,Yes,Electronic check,39.05,669.85,Female,0,Yes,No,18,DSL,No,No,Yes,No,Yes,No,No,No phone service,1.2803278688524589
5088-QZLRL,No,Month-to-month,No,Electronic check,20.65,20.65,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6770491803278688
5089-IFSDP,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,Female,0,Yes,No,58,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.5885245901639347
5090-EMGTC,No,Two year,Yes,Mailed check,100.05,6034.85,Female,0,Yes,No,59,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,No,3.280327868852459
5091-HFAZW,No,Month-to-month,Yes,Electronic check,91.15,168.5,Female,0,No,No,2,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,No,2.9885245901639346
5092-STPKP,No,Month-to-month,No,Credit card (automatic),56.35,1381.2,Female,0,No,No,24,DSL,Yes,No,No,Yes,No,No,Yes,No,1.8475409836065575
5093-FEGLU,No,Two year,No,Bank transfer (automatic),19.65,921.55,Female,0,Yes,No,47,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6442622950819672
5095-AESKG,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,Female,0,Yes,No,3,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,3.0
5095-ETBRJ,No,Two year,No,Mailed check,56.8,3112.05,Female,0,Yes,No,55,DSL,Yes,Yes,No,Yes,No,No,Yes,No,1.862295081967213
5099-BAILX,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,Male,1,Yes,Yes,43,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.6311475409836067
5103-MHMHY,Yes,Month-to-month,No,Mailed check,45.95,45.95,Female,0,No,Yes,1,DSL,No,No,No,No,No,No,Yes,No,1.5065573770491805
5108-ADXWO,Yes,Month-to-month,Yes,Electronic check,73.5,791.75,Male,0,No,No,11,Fiber optic,Yes,No,No,No,No,No,Yes,No,2.4098360655737703
5110-CHOPY,No,Two year,No,Electronic check,53.6,3237.05,Female,0,No,No,60,DSL,Yes,No,Yes,No,Yes,Yes,No,No phone service,1.757377049180328
5115-GZDEL,No,Two year,No,Credit card (automatic),67.2,4671.7,Male,0,No,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No phone service,2.2032786885245903
5115-SQAAU,No,Two year,Yes,Bank transfer (automatic),25.6,1673.4,Female,0,Yes,Yes,69,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.839344262295082
5117-IFGPS,No,Month-to-month,Yes,Electronic check,84.3,2357.75,Male,1,Yes,No,29,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,2.763934426229508
5117-ZSMHQ,No,Two year,No,Bank transfer (automatic),89.9,6342.7,Female,0,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.9475409836065576
5118-MUEYH,No,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,Female,0,Yes,No,48,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.445901639344262
5119-KEPFY,No,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,Male,0,Yes,No,36,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,3.1147540983606556
5119-NZPTV,No,Month-to-month,No,Electronic check,70.1,141.65,Male,1,Yes,No,2,Fiber optic,No,No,No,No,No,No,Yes,No,2.2983606557377048
5120-ZBLAI,No,One year,No,Bank transfer (automatic),75.7,3876.2,Female,0,Yes,No,50,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,2.4819672131147543
5122-CYFXA,No,Month-to-month,Yes,Electronic check,75.3,244.1,Female,0,No,No,3,DSL,No,Yes,No,Yes,Yes,Yes,Yes,No,2.4688524590163934
5124-EOGYE,No,Two year,No,Mailed check,20.45,638.55,Male,0,No,No,31,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6704918032786885
